Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time,Flight No
1,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",SES-10,"5,300 kg",GTO,"<td><a href=""/wiki/Bulsatcom"" title=""Bulsatcom"">Bulsatcom</a>
</td>","Success
",F9 FT[,Success,2 March 2015,06:00,
2,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",NROL-76,C,LEO,"<td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>","Success
",F9 FT♺[,Success,14 April 2015,22:27,
3,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",Inmarsat-5 F4,"6,070 kg",GTO,"<td><a href=""/wiki/Intelsat"" title=""Intelsat"">Intelsat</a>
</td>","Success
",F9 FT[,No attempt,27 April 2015,11:15,
4,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",SpaceX CRS-11,"2,708 kg",LEO,"<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 FT[,Success,28 June 2015,23:21,
5,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",BulgariaSat-1,"3,669 kg",GTO,"<td><a class=""mw-redirect"" href=""/wiki/National_Space_Organization"" title=""National Space Organization"">NSPO</a>
</td>","Success
",F9 FT[,Success,22 December 2015,21:07,
6,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",Iridium NEXT,"9,600 kg",LEO,"<td><a href=""/wiki/United_States_Air_Force"" title=""United States Air Force"">USAF</a>
</td>","Success
",F9 FTB1029.2195,Success,17 January 2016,19:10,
7,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",Intelsat 35e,"6,761 kg",GTO,"<td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>","Success
",F9 FT[,Success,4 March 2016,20:25,
8,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",SpaceX CRS-12,"3,310 kg",LEO,"<td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a class=""mw-redirect"" href=""/wiki/SES_S.A."" title=""SES S.A."">SES S.A.</a></li>
<li><a href=""/wiki/EchoStar"" title=""EchoStar"">EchoStar</a></li></ul>
</div>
</td>","Success
",F9 FT[,Success,8 April 2016,23:38,
9,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",Formosat-5,475 kg,SSO,"<td><a href=""/wiki/KT_Corporation"" title=""KT Corporation"">KT Corporation</a>
</td>","Success
",F9 B4[,Success,6 May 2016,16:31,
10,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",Boeing X-37B,"4,990 kg",LEO,"<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 FT[,Success,27 May 2016,18:51,
11,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",Iridium NEXT,"9,600 kg",Polar,"<td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>",Success,F9 B4[,Controlled,15 June 2016,14:00,
12,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",SES-11,"5,200 kg",GTO,"<td><a href=""/wiki/Northrop_Grumman"" title=""Northrop Grumman"">Northrop Grumman</a> <sup class=""reference"" id=""cite_ref-249""><a href=""#cite_note-249""><span class=""cite-bracket"">[</span>f<span class=""cite-bracket"">]</span></a></sup><sup class=""reference"" id=""cite_ref-zuma_246-2""><a href=""#cite_note-zuma-246""><span class=""cite-bracket"">[</span>238<span class=""cite-bracket"">]</span></a></sup>
</td>",Success,F9 B4[,Success,18 July 2016,12:37,
13,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",Koreasat 5A,"3,500 kg",GTO,"<td><a class=""mw-redirect"" href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>
</td>",Success,F9 FTB1031.2220,Controlled,14 August 2016,22:53:00,
14,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",SpaceX CRS-13,"2,205 kg",LEO,"<td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/Hisdesat"" title=""Hisdesat"">Hisdesat</a></li>
<li><a href=""/wiki/ExactEarth"" title=""ExactEarth"">exactEarth</a></li>
<li><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a></li></ul>
</div>
</td>",Success,F9 B4[,No attempt,14 January 2017,19:34,
15,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",Iridium NEXT,"9,600 kg",Polar,"<td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/Hispasat"" title=""Hispasat"">Hispasat</a><sup class=""reference"" id=""cite_ref-spx20150914_286-1""><a href=""#cite_note-spx20150914-286""><span class=""cite-bracket"">[</span>277<span class=""cite-bracket"">]</span></a></sup></li>
<li><a href=""/wiki/NovaWurks"" title=""NovaWurks"">NovaWurks</a></li></ul>
</div>
</td>",Success,F9 FTB1035.2227,No attempt,19 February 2017,15:36,
16,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a><br/>
</td>",Zuma,C,LEO,"<td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>",Success,F9 FTB1036.2227,No attempt,16 March 2017,01:27,
17,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",GovSat-1,"4,230 kg",GTO,"<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>",Success,F9 B4[,No attempt,30 March 2017,01:00,
18,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",Paz,"2,150 kg",SSO,"<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a class=""mw-redirect"" href=""/wiki/Launch_Services_Program"" title=""Launch Services Program"">LSP</a>)
</td>",Success,F9 FTB1032.2245,Success,1 May 2017,21:25,
19,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",Hispasat 30W-6,"6,092 kg",GTO,"<td><a href=""/wiki/Thales_Alenia_Space"" title=""Thales Alenia Space"">Thales-Alenia</a> / <a href=""/wiki/Bangladesh_Telecommunication_Regulatory_Commission"" title=""Bangladesh Telecommunication Regulatory Commission"">BTRC</a>
</td>",Success,F9 FTB1038.2268,Success,15 May 2017,14:17,
20,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",Iridium NEXT,"9,600 kg",Polar,"<td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a></li>
<li><a href=""/wiki/GFZ_German_Research_Centre_for_Geosciences"" title=""GFZ German Research Centre for Geosciences"">GFZ</a> • <a href=""/wiki/NASA"" title=""NASA"">NASA</a></li></ul>
</div>
</td>",Success,F9 B4[,No attempt,3 June 2017,05:33,
21,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",SpaceX CRS-14,"2,647 kg",LEO,"<td><a class=""mw-redirect"" href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>
</td>",Success,F9 B4B1041.2268,No attempt,23 June 2017,14:14,
22,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",Transiting Exoplanet Survey Satellite,362 kg,HEO,"<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>",Success,F9 B4B1039.2292,No attempt,25 June 2017,20:30,
23,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",Bangabandhu-1,"3,600 kg",GTO,"<td><a href=""/wiki/Telesat"" title=""Telesat"">Telesat</a>
</td>",Success,F9 B4[,Success,5 July 2017,22:51,
24,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",Iridium NEXT,"6,460 kg",Polar,"<td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>",Success,F9 B5311B1046.1268,Success,14 August 2017,20:14,
25,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",SES-12,"5,384 kg",GTO,"<td><a href=""/wiki/Telkom_Indonesia"" title=""Telkom Indonesia"">Telkom Indonesia</a>
</td>",Success,F9 B4B1043.2322,Success,24 August 2017,19:47,
26,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",SpaceX CRS-15,"2,697 kg",LEO,"<td><a href=""/wiki/Telesat"" title=""Telesat"">Telesat</a>
</td>",Success,F9 B4B1040.2268,Success,7 September 2017,04:45,
27,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",Telstar 19V,"7,075 kg",GTO,"<td><a class=""mw-redirect"" href=""/wiki/Comisi%C3%B3n_Nacional_de_Actividades_Espaciales"" title=""Comisión Nacional de Actividades Espaciales"">CONAE</a>
</td>",Success,F9 B4B1045.2336,Success,9 October 2017,09:42,
28,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",Iridium NEXT,"9,600 kg",Polar,"<td><a href=""/wiki/Es%27hailSat"" title=""Es'hailSat"">Es'hailSat</a>
</td>",Success,F9 B5,Success,11 October 2017,05:50,
29,"<td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",Merah Putih,"5,800 kg",GTO,"<td><a href=""/wiki/Spaceflight_Industries"" title=""Spaceflight Industries"">Spaceflight Industries</a>
</td>",Success,F9 B5349B1048[,Success,30 October 2017,11:39,
30,"<td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",Telstar 18V,"7,060 kg",GTO,"<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 B5B1046.2354,Failure,15 December 2017,05:18,
31,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",SAOCOM 1A,"3,000 kg",SSO,"<td><a href=""/wiki/United_States_Air_Force"" title=""United States Air Force"">USAF</a>
</td>",Success,F9 B5[,No attempt,23 December 2017,04:45,
32,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",Es'hail 2,"5,300 kg",GTO,"<td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>","Success
",F9 B5B1048.2364,Success,8 January 2018,02:22,
33,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",SSO-A,"~4,000 kg",SSO,"<td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/PT_Pasifik_Satelit_Nusantara"" title=""PT Pasifik Satelit Nusantara"">PSN</a></li>
<li><a href=""/wiki/SpaceIL"" title=""SpaceIL"">SpaceIL</a> / <a href=""/wiki/Israel_Aerospace_Industries"" title=""Israel Aerospace Industries"">IAI</a></li>
<li><a href=""/wiki/Air_Force_Research_Laboratory"" title=""Air Force Research Laboratory"">Air Force Research</a></li></ul>
</div>
</td>","Success
",F9 B5B1047.2268,Success,31 January 2018,20:46,
34,"<td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",SpaceX CRS-16,"2,500 kg",LEO,"<td><span class=""nowrap""> <a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a class=""mw-redirect"" href=""/wiki/Commercial_Crew_Development"" title=""Commercial Crew Development"">CCD</a>) </span>
</td>","Success
",F9 B5B1046.3268,Success,22 February 2018,18:34:05,
35,"<td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",GPS III,"4,400 kg",MEO,"<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 B5[,Success,6 March 2018,18:16,
36,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",Iridium NEXT,"9,600 kg",Polar,"<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5[,Success,30 March 2018,13:51,
37,"<td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",Nusantara Satu,"4,850 kg",GTO,"<td><a href=""/wiki/Canadian_Space_Agency"" title=""Canadian Space Agency"">Canadian Space Agency</a> (CSA)
</td>","Success
",F9 B5B1049.2397,Success,2 April 2018,15:31,
38,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>",Crew Dragon Demo-1,"12,055 kg",LEO,"<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 B5B1048.3399,Success,18 April 2018,01:45,
39,"<td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",SpaceX CRS-17,"2,495 kg",LEO,"<td><a href=""/wiki/Spacecom"" title=""Spacecom"">Spacecom</a>
</td>","Success
",F9 B5[]413,No attempt,11 May 2018,07:49,
40,"<td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",Starlink,"13,620 kg",LEO,"<td><a href=""/wiki/Spacecom"" title=""Spacecom"">SpaceX</a>
</td>","Success
",F9 B5[,Success,22 May 2018,06:48,
41,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>",RADARSAT Constellation,"4,200 kg",SSO,"<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 B5B1049.3434,Success,4 June 2018,02:30,
42,"<td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">CCAFS</a><br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",SpaceX CRS-18,"2,268 kg",LEO,"<td><a class=""mw-redirect"" href=""/wiki/SKY_Perfect_JSAT_Group"" title=""SKY Perfect JSAT Group"">Sky Perfect JSAT</a><br/><a href=""/wiki/Kacific_Broadband_Satellites"" title=""Kacific Broadband Satellites"">Kacific 1</a>
</td>","Success
",F9 B5B1051.2420,Success,29 June 2018,14:17,
43,"<td nowrap=""""><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",AMOS-17,"6,500 kg",GTO,"<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5B1056.2465,Success,22 July 2018,22:01,
44,"<td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>",Starlink,"15,600 kg",LEO,"<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a class=""mw-redirect"" href=""/wiki/ISS_Crew_Transportation_Services"" title=""ISS Crew Transportation Services"">CTS</a>)<sup class=""reference"" id=""cite_ref-CCD6_509-0""><a href=""#cite_note-CCD6-509""><span class=""cite-bracket"">[</span>497<span class=""cite-bracket"">]</span></a></sup>
</td>","Success
",F9 B5B1047.3472,"No attempt
",25 July 2018,23:23,
